grdc_no,river,station,area,altitude,lat_org,long_org,lat_pp,long_pp,dist_km,area_calc,quality,type,comment,source
5405060.0,RIVER WAKEFIELD,HRS NEAR RHYNIE,500.9,202.0,-34.13,138.63,-34.11833,138.61167,2.1,496.65,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405070.0,HILL RIVER,HRS NEAR ANDREWS,240.3,322.0,-33.61,138.63,-33.6104,138.6312,0.1,238.0,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5405080.0,RIVER BROUGHTON,HRS MOOROOLA,2464.0,196.0,-33.5331,138.5181,-33.53333,138.51833,0.0,2553.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405090.0,WILLOCHRA CREEK,PARTACOONA,6077.2,107.0,-31.954,138.1,-31.95417,138.1,0.0,6067.8,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405095.0,KANYAKA CREEK,HRS OLD KANYAKA RUINS,175.7,246.0,-32.09,138.29,-32.0896,138.2937,0.4,182.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5405100.0,RIVER HINDMARSH,HINDMARSH VALLEY RES. OFFTAKE WEIR,55.8,90.0,-35.4621,138.582,-35.4625,138.58167,0.1,55.577,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405105.0,RIVER INMAN,U/S VICTOR HABOUR SEWAGE TREATMENT WORKS,164.3,32.0,-35.5442,138.58,-35.54417,138.58,0.0,164.31,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405110.0,BREMER RIVER,HRS NEAR HARTLEY,465.6,38.63,-35.2087,139.0063,-35.20917,139.00667,0.1,480.65,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405130.0,ROCKY RIVER,HRS U/S GORGE FALLS (K.I.),187.4,77.0,-35.9538,136.6983,-35.955,136.69833,0.1,186.85,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5405180.0,SIXTH CREEK,HRS CASTAMBUL,47.7,150.0,-34.873,138.753,-34.8729,138.7562,0.3,49.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5410100.0,COOPER CREEK,HRS CULLYAMURRA WATER HOLE,232846.0,46.0,-27.7013,140.8433,-27.7021,140.8438,0.1,230210.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5550500.0,SEPIK RIVER,AMBUNTI,40922.0,40.0,-4.2188,142.8271,-4.21917,142.8275,0.1,39477.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5553100.0,PURARI RIVER,WABO DAM SITE,11100.0,-999.0,-7.0,145.07,-6.9896,145.0646,1.3,24928.6,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
5553500.0,TAURI RIVER,HELLS GATE,2410.0,46.0,-7.81,146.11,-7.80792,146.11208,0.3,2404.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606010.0,YOUNG RIVER,MUNGLINUP,11.5,171.0,-33.5575,120.897,-33.5575,120.89583,0.1,13.172,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5606020.0,PALLINUP RIVER,BULL CROSSING,3926.44,66.11,-34.3356,118.664,-34.3354,118.6646,0.1,4048.22,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606030.0,KALGAN RIVER,HRS STEVENS FARM,2433.0,15.2,-34.8861,118.0,-34.88583,118.0,0.0,2605.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606040.0,KENT RIVER,HRS STYX JUNCTION,1786.0,34.56,-34.8882,117.0868,-34.88875,117.08708,0.1,1814.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606041.0,KENT RIVER,HRS ROCKY GLEN,1072.0,172.9,-34.6227,117.0353,-34.6229,117.0354,0.0,1072.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606042.0,FRANKLAND RIVER,HRS MOUNT FRANKLAND,4467.0,42.08,-34.9062,116.7885,-34.9062,116.7854,0.3,4556.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606043.0,DENMARK RIVER,HRS KOMPUP,234.7,123.87,-34.6994,117.2169,-34.69958,117.21708,0.0,237.39,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606044.0,YATE FLAT CREEK,HRS CREEK,53.4,168.89,-34.7038,117.2921,-34.70417,117.2925,0.1,58.644,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606045.0,WELD RIVER,HRS WATTLE BLOCK,73.1,113.36,-34.6939,116.5189,-34.6938,116.5188,0.0,57.6,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5606046.0,DENMARK RIVER,HRS MT LINDESAY,523.4,40.27,-34.8667,117.315,-34.8688,117.3146,0.2,511.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606047.0,HAY RIVER,HRS SUNNY GLEN,1240.0,8.33,-34.9108,117.4783,-34.91083,117.47833,0.0,1216.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606048.0,SLEEMAN RIVER,HRS SLEEMAN RD BRIDGE,79.6,3.92,-34.9583,117.5032,-34.95833,117.50333,0.0,83.995,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606049.0,MITCHELL RIVER,HRS BEIGPIEGUP,48.3,57.96,-34.8276,117.3929,-34.82542,117.38958,0.4,50.183,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606050.0,WARREN RIVER,HRS BARKER ROAD CROSSING,4104.0,28.12,-34.5217,115.8994,-34.52167,115.89917,0.0,4048.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606055.0,HILL RIVER,HRS HILL R SPRINGS,770.4,100.16,-30.2771,115.3666,-30.2775,115.36667,0.0,923.71,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5606060.0,ARROWSMITH RIVER,ROBB CROSSING,809.75,98.0,-29.6186,115.29,-29.61833,115.29,0.0,811.15,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606065.0,IRWIN RIVER,HRS MOUNTAIN BRIDGE,5224.0,27.82,-29.238,115.0351,-29.23792,115.03542,0.0,5246.8,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606066.0,GREENOUGH RIVER,HRS KARLANEW PEAK,11795.0,54.66,-28.8242,114.8455,-28.82417,114.84583,0.0,11622.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606067.0,CHAPMAN RIVER,HRS UTAKARRA,1836.0,21.3,-28.7629,114.6688,-28.7625,114.66917,0.1,1939.2,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606070.0,LEFROY BROOK,HRS RAINBOW TRAIL,248.5,98.46,-34.4275,116.016,-34.4275,116.01583,0.0,249.58,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606071.0,WARREN RIVER,HRS WHEATLEY FARM,2985.0,107.13,-34.3694,116.2777,-34.36917,116.2775,0.0,2937.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606072.0,WILGARUP RIVER,HRS QUINTARRUP,469.7,129.89,-34.3486,116.3475,-34.34875,116.34792,0.0,466.69,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606073.0,PERUP RIVER,HRS QUABICUP HILL,661.3,145.32,-34.3311,116.4585,-34.33083,116.45833,0.0,653.42,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606074.0,TONE RIVER,HRS BULLILUP,979.9,196.68,-34.2503,116.679,-34.25,116.67833,0.1,1010.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606080.0,MURCHISON RIVER,EMU SPRINGS,86777.41,152.72,-27.8567,114.547,-27.8562,114.5479,0.1,62978.13,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5606090.0,SCOTT RIVER,HRS BRENNANS FORD,640.9,5.34,-34.2761,115.3022,-34.27583,115.3025,0.0,644.36,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606095.0,WELD RIVER,HRS ORDNANCE RD CROSSING,246.0,51.82,-34.8069,116.5752,-34.8062,116.5771,0.2,236.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606097.0,ARTHUR RIVER,HRS LAKE TOOLIBIN INFLOW,436.9,301.36,-32.9048,117.614,-32.90083,117.61333,0.4,439.67,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606098.0,BALGARRUP RIVER,HRS MANDELUP POOL,83.0,289.67,-33.9075,117.1422,-33.90708,117.14125,0.1,83.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606099.0,SAINT JOHN BROOK,HRS BARRABUP POOL,543.5,61.09,-33.9435,115.6914,-33.94375,115.69125,0.0,551.95,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606100.0,BLACKWOOD RIVER,DARRADUP,11593.0,42.48,-34.0715,115.619,-34.0688,115.6188,0.3,20401.3,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
5606105.0,MARGARET RIVER,HRS WILLMOTS FARM,435.0,45.0,-33.9422,115.0549,-33.9425,115.055,0.0,434.52,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606106.0,PRESTON RIVER,HRS BOYANUP BRIDGE,817.9,27.27,-33.479,115.734,-33.47917,115.73417,0.0,808.22,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606107.0,THOMSON BROOK,HRS WOODPERRY HOMESTEAD,104.2,121.84,-33.6284,115.9476,-33.62833,115.9475,0.0,102.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606110.0,BINGHAM RIVER TRIBUTARY,ERNIES CATCHMENT,2.7,310.43,-33.2939,116.445,-33.29833,116.43,1.5,3.5939,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5606120.0,COLLIE RIVER EAST,HRS JAMES CROSSING,169.4,253.81,-33.3814,116.5811,-33.3812,116.5812,0.0,171.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606121.0,CAMBALLAN CREEK,HRS JAMES WELL,176.5,228.61,-33.4557,116.4258,-33.45542,116.42625,0.1,162.29,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606122.0,COLLIE RIVER EAST,HRS COOLANGATTA FARM,1331.0,204.21,-33.3303,116.2632,-33.33,116.26333,0.0,1327.8,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606123.0,COLLIE RIVER EAST,HRS SOUTH BRANCH,672.0,175.33,-33.387,116.1634,-33.38708,116.16375,0.0,671.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606124.0,BINGHAM RIVER,HRS PALMER,363.5,212.14,-33.2776,116.2756,-33.2775,116.27583,0.0,364.17,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606125.0,HARVEY RIVER,HRS DINGO ROAD,148.0,187.64,-33.0862,116.0387,-33.08667,116.03833,0.1,146.67,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606126.0,CLARKE BROOK,HRS HILLVIEW FARM,18.7,94.05,-32.9988,115.922,-32.98083,115.91167,2.2,13.9,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5606130.0,MURRAY RIVER,BADEN POWELL WTR SPOUT,6773.0,125.83,-32.7722,116.0843,-32.77208,116.08458,0.0,6757.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606135.0,YARRAGIL BROOK,HRS YARRAGIL FORMATION,80.0,172.75,-32.812,116.1545,-32.81125,116.15542,0.1,72.462,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606136.0,HOTHAM RIVER,HRS MARRADONG RD BRIDGE,3974.0,190.76,-32.8656,116.3981,-32.86542,116.39792,0.0,3966.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606137.0,BIG BROOK RIVER,HRS O'NEIL RD,146.6,235.03,-32.5113,116.1902,-32.51125,116.19042,0.0,149.68,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606140.0,WILLIAMS RIVER,HRS SADDLEBACK ROAD BRIDGE,1418.0,180.04,-32.9934,116.4278,-32.99333,116.4275,0.0,1409.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606145.0,SERPENTINE RIVER,SERPENTINE FALLS,102.19,41.0,-32.368,116.012,-32.3604,116.0229,1.3,57.82,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5606160.0,ELLEN BROOK,RAILWAY PARADE,581.45,16.16,-31.7511,116.025,-31.75083,116.025,0.0,588.68,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606161.0,WOOROLOO BROOK,HRS KARLS RANCH,512.3,83.86,-31.7337,116.1164,-31.73333,116.11667,0.0,519.14,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606162.0,BROCKMAN RIVER,HRS YALLIAWIRRA,1521.0,49.15,-31.6744,116.1178,-31.67458,116.11792,0.0,1416.7,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606165.0,BROCKMAN RIVER,HRS TANAMERAH,960.1,135.58,-31.3442,116.0916,-31.34417,116.09167,0.0,854.86,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5606166.0,GIN GIN BROOK,HRS BOOKINE BOOKINE,1325.0,16.03,-31.3194,115.627,-31.3188,115.6271,0.1,1375.0,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5606170.0,CAREY BROOK,HRS STAIRCASE ROAD,48.3,45.07,-34.3919,115.8431,-34.3925,115.8425,0.1,44.197,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606171.0,JANE BROOK,HRS NATIONAL PARK,73.5,142.5,-31.884,116.0948,-31.88375,116.09542,0.1,73.405,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606172.0,HELENA RIVER,HRS NGANGAGURINGURING,316.2,192.92,-31.9387,116.4032,-31.93917,116.40333,0.1,333.06,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5606173.0,HELENA RIVER,HRS POISON LEASE,593.8,143.42,-31.9731,116.2903,-31.97333,116.29,0.0,593.01,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606174.0,DONNELLY RIVER,HRS STRICKLAND,773.8,34.75,-34.3272,115.7846,-34.3275,115.785,0.0,782.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606175.0,CANNING RIVER,GLEN EAGLE,536.86,220.0,-32.2299,116.171,-32.23,116.17083,0.0,522.33,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606176.0,WONGONG BROOK,HRS VARDI RD,79.5,203.74,-32.2479,116.1124,-32.24792,116.11208,0.0,80.876,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5606180.0,SHANNON RIVER,DOG POOL,378.81,70.0,-34.7637,116.376,-34.7646,116.3771,0.1,326.57,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5606190.0,DEEP RIVER,HRS TEDS POOL,473.7,102.08,-34.765,116.6175,-34.8062,116.5771,5.9,236.9,Low,Manual,"Stations were relocated manually, area difference between 10-50%",hydrosheds
5606274.0,DARKIN RIVER,HRS PINE PLANTATION,641.6,158.25,-32.0688,116.2927,-32.06833,116.2925,0.1,667.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607020.0,LEOPOLD RIVER,MOUNT WINIFRED,5115.45,178.0,-18.0152,126.311,-18.015,126.31,0.1,5116.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607023.0,FITZROY RIVER,DIMOND GORGE,17151.72,155.27,-17.6722,126.028,-17.6729,126.0271,0.1,17079.29,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5607024.0,FITZROY RIVER,FITZROY CROSSING,46350.0,93.1,-18.2963,125.5263,-18.29583,125.52583,0.1,45603.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607025.0,FITZROY RIVER,WILLARE,91902.0,19.0,-17.7362,123.646,-17.7312,123.6479,0.6,91671.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5607030.0,FLETCHER RIVER,HRS DROMEDARY,65.4,161.37,-17.1289,124.9886,-17.12917,124.98833,0.0,65.102,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607060.0,MORGAN RIVER,MOONDOALNEE (THEDA),1328.22,220.0,-14.8061,126.499,-14.80625,126.49875,0.0,1330.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607080.0,MARILLANA CREEK,FLAT ROCKS,1369.5,609.0,-22.7216,118.973,-22.72125,118.97375,0.1,1379.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607085.0,PORTLAND RIVER,RECORDER POOL,553.43,241.92,-21.4472,116.876,-21.44708,116.87542,0.1,550.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607090.0,DRYSDALE RIVER,SOLEA FALLS (HORSESHOE),14000.0,107.0,-14.6619,126.994,-14.66208,126.99458,0.1,13764.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607200.0,GASCOYNE RIVER,HRS NINE MILE BRIDGE,72902.0,8.64,-24.8276,113.7691,-24.8271,113.7688,0.1,73325.1,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5607201.0,GASCOYNE RIVER,HRS FISHY POOL,71261.0,81.79,-24.9497,114.6442,-24.9479,114.6438,0.2,71680.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5607210.0,MINILYA RIVER,HRS MINILYA BRIDGE,4642.0,10.87,-23.8163,114.0103,-23.81625,114.01042,0.0,4616.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607300.0,CARSON RIVER,OLD THEDA,1288.55,96.0,-14.7908,126.793,-14.79083,126.79333,0.0,1277.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607400.0,ASHBURTON RIVER,NANUTARRA,71387.0,60.92,-22.5443,115.499,-22.5437,115.4979,0.1,71714.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5607405.0,CANE RIVER,HRS TOOLUNGA,2331.0,67.78,-22.0226,115.5945,-22.0229,115.5938,0.1,2224.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5607410.0,ROBE RIVER,HRS YARRALOOLA,7263.0,56.23,-21.6162,115.9225,-21.61583,115.9225,0.0,7169.5,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607450.0,FORTESCUE RIVER,JIMBEGNYINOO POOL,18371.4,53.0,-21.3331,116.156,-21.3354,116.1562,0.3,47433.2,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
5607451.0,FORTESCUE RIVER,HRS NEWMAN,2877.0,518.86,-23.4014,119.7943,-23.40167,119.795,0.1,2860.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607500.0,DEGREY RIVER,HRS COOLENAR POOL,53323.0,22.2,-20.3114,119.249,-20.3104,119.2521,0.3,49759.7,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
5607510.0,TURNER RIVER EAST BRANCH,HRS PINCUNAH,907.2,174.72,-21.2305,118.8338,-21.23042,118.83375,0.0,886.26,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607520.0,SHAW RIVER,HRS NORTH POLE MINE,6503.0,134.63,-21.0943,119.3173,-21.095,119.31667,0.1,6500.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607600.0,CHARNLEY RIVER,PANTA DOWNS,3984.62,73.0,-16.3918,125.059,-16.39167,125.05833,0.1,3987.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5607700.0,KING EDWARD RIVER,MOUNT REID,1622.21,221.0,-14.7938,126.209,-14.79417,126.20833,0.1,1640.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5608090.0,ORD RIVER,COOLIBAH POCKET,45195.08,60.0,-16.1336,128.74,-16.13333,128.74,0.0,45190.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5608091.0,ORD RIVER,HRS BEDFORD DOWNS,550.7,433.64,-17.4255,127.6005,-17.42583,127.60083,0.1,550.86,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5608093.0,WILSON RIVER,HRS ODONNELL RANGE,2515.0,219.16,-16.6475,128.0925,-16.6475,128.0925,0.0,2529.5,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5608095.0,ORD RIVER,HRS OLD ORD HOMESTEAD,19587.0,142.89,-17.3738,128.8537,-17.37375,128.85375,0.0,19404.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5608096.0,ORD RIVER,TARRARA BAR,51028.0,28.35,-15.5696,128.693,-15.5729,128.6937,0.4,51205.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5608098.0,DUNHAM RIVER,HRS DUNHAM GORGE,1637.0,86.85,-16.1863,128.3,-16.18667,128.29917,0.1,1630.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5608400.0,DURACK RIVER,NETTOPUS POOL KARUNJIE,4088.0,328.18,-16.3165,127.179,-16.31583,127.17833,0.1,4097.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654010.0,BARUYEN RIVER,BANGUI,188.0,8.0,18.5,120.83,18.50167,120.84167,1.2,158.56,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5654020.0,CABACANAN RIVER,"BADUANG,PAGUDPUD",60.0,6.0,18.58,120.8,18.5729,120.7979,0.8,34.1,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5654100.0,PADSAN RIVER,BANGAY,534.0,-999.0,18.08,120.7,18.07625,120.70792,0.9,361.84,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5654110.0,GUISGUIS RIVER,"MANALPAC, SOLSONA",73.0,119.0,18.08,120.83,18.07917,120.82917,0.1,74.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654140.0,ABRA RIVER,"BUMAGCAT,TAYUM",2575.0,16.0,17.62,120.73,17.61833,120.72833,0.3,2542.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654190.0,PINACANAUAN RIVER,"ALANGILAN II,ILAGAN",1565.0,26.0,17.13,121.9,17.1313,121.9021,0.3,3059.4,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
5654250.0,ILUT RIVER,CORDON,18.0,145.0,16.67,121.43,16.66083,121.42583,1.1,17.014,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5654300.0,CAGAYAN RIVER,PANGAL,4244.0,92.0,16.6,121.68,16.6,121.67667,0.4,4245.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654310.0,ROSARIO CREEK,"ROSARIO,DIADI",24.0,225.0,16.65,121.3,16.65667,121.33833,4.2,26.796,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5654320.0,LANOG RIVER,"CAREB,BAGABAG",525.0,97.0,16.58,121.2,16.5813,121.1979,0.3,120.2,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
5654340.0,MAGAT RIVER,"BATO,BAMBANG",2640.0,294.0,16.43,121.11,16.43042,121.11042,0.1,1550.2,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5654350.0,MARANG RIVER,"BETI,ARITAO",1270.0,316.0,16.24,121.05,16.2437,121.0521,0.5,102.7,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
5654400.0,AGNO RIVER,CARMEN,2209.0,0.0,15.9,120.6,15.89083,120.60583,1.2,2135.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654450.0,MALOMA RIVER,SAN FELIPE,107.0,3.0,15.13,120.06,15.11917,120.06333,1.3,152.26,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5654470.0,PORAC RIVER,"NASUDECO,FLORIDABLANCA",111.0,-999.0,14.99,120.53,14.99,120.535,0.5,115.45,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654500.0,PAMPANGA RIVER,SAN AGUSTIN,6487.0,0.0,15.17,120.78,15.16833,120.78,0.2,6455.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654550.0,MARIKINA RIVER,"SANTO NINO,MARIKINA",499.0,10.0,14.64,121.09,14.64,121.09167,0.2,515.12,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654570.0,PALICO RIVER,"BILARAN,NASUGBU",165.0,8.0,14.06,120.69,14.0604,120.6979,0.9,163.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5654600.0,LINAMON RIVER,INFANTA,879.0,7.0,14.75,121.62,14.75167,121.62,0.2,932.99,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5654750.0,SIPOCOT RIVER,SABANG,447.0,-999.0,13.7688,122.9688,13.76833,122.96833,0.1,488.84,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5654850.0,PAWILI RIVER,"SAN VICENTE,OCAMPO",112.0,25.0,13.55,123.36,13.5479,123.3562,0.5,110.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5654900.0,BICOL RIVER,STO DOMINGO,884.0,0.0,13.4,123.32,13.405,123.325,0.8,900.09,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5654950.0,KUMADKAD RIVER,"CUMADCAD,CASTILLA",13.0,68.0,12.98,123.78,12.97083,123.78333,1.1,11.485,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5657400.0,MAMBUSAO RIVER,TUMALALUD,307.0,-999.0,11.26,122.57,11.2646,122.5479,2.5,294.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
5657450.0,JALAUR RIVER,POBLACION PASSI,534.0,31.0,11.1062,122.6354,11.10833,122.6375,0.3,573.68,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
5657500.0,JALAUR RIVER,"CALYAN,POTOTAN",1499.0,8.0,10.93,122.67,10.93,122.67083,0.1,1455.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5658500.0,HILABANGAN RIVER,PANGSUD,431.0,11.0,9.97,122.83,9.96667,122.83583,0.7,443.94,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
5658600.0,BAIS CREEK,"CABANLUTAN,BAIS",56.0,49.0,9.6,123.08,9.5896,123.0687,1.7,50.8,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
5658620.0,OCOY RIVER,VALENCIA,55.0,48.0,9.31,123.23,9.31083,123.22833,0.2,60.648,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5658650.0,SIATON RIVER,POBLACION SIATON,132.0,1.0,9.06,123.03,9.0525,123.03833,1.2,118.52,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5658900.0,ANTEQUERA RIVER,"ANTEQUERA,SANTO ROSARIO",54.0,44.0,9.76,123.9,9.7604,123.8979,0.2,49.7,Medium,Automatic,Area difference 5-10% and distance <= 5 km,hydrosheds
5659100.0,PAGSANGAHAN RIVER,LILOAN,333.0,21.0,11.04,124.54,11.04,124.54583,0.6,430.43,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5659200.0,SAPINIT RIVER,"LIBTONG,SAN MIGUEL",277.3,33.0,11.3,124.83,11.3062,124.8312,0.7,245.8,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5660100.0,LABANGAN RIVER,"BAGALUPA,LABANGAN",592.0,28.0,7.92,123.36,7.9175,123.36417,0.5,315.13,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
5660110.0,PORO RIVER,"OPAO,DAPITAN",164.0,47.0,8.54,123.48,8.5396,123.4812,0.1,188.6,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
5660120.0,ALORAN RIVER,"JUAN BACAYO,ALORAN",30.0,48.0,8.42,123.82,8.405,123.81,2.0,20.167,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
